date,source,headline,entities
2015-02-25,standard,Bribery claims doctored reports rock Namwamba-led watchdog committee,"namwamba, pac"
2015-03-01,standard,Probe graft at City Hall Tobiko directs EACC,"nairobi, tobiko, eacc"
2015-03-02,standard,Storm brewing at EACC over top official's suspension graft claims,eacc
2015-03-06,standard,Duale tells Raila to table evidence on corruption,"raila, duale"
2015-03-06,standard,Senate probing corruption claims against Kisumu,kisumu
2015-03-07,standard,How to stem corruption in Parliament committees,parliament
2015-03-08,standard,National Assembly Speaker Justin Muturi alarmed by bribery claims,"muturu, parliament"
2015-03-11,standard,David Mwiraria fails to take plea on Anglo Leasing graft again,"david mwiraria, anglo leasing"
2015-03-11,standard,DP Ruto tells EACC to fight corruption,"ruto, eacc"
2015-03-11,standard,Declare graft national disaster Uhuru told,uhuru
2015-03-13,standard,Runaway corruption will bring your government down Raila warns President Uhuru,"raila, uhuru"
2015-03-14,standard,Government not interfering with the fight against corruption says Ruto,ruto
2015-03-14,standard,MP denies bribery claims terms Ababu audio as fake,"parliament, namwamba"
2015-03-14,standard,MPs vow to expose bribery dossier,parliament
2015-03-15,standard,Raila to DP Ruto: Your statements on corruption anger Kenyans,"raila, ruto"
2015-03-17,business_daily,Koskei grilled over MPs<U+92> corruption claims,koskei
2015-03-17,standard,Investigate voter bribery claims in Kajiado Central IEBC urged,"kajiado central, iebc"
2015-03-18,business_daily,KIEYAH: Entrenched corruption will derail growth,kieyah
2015-03-18,standard,Bribery claims mar another House team over Mumias Sugar report,"parliament, mumias sugar"
2015-03-18,standard,Leaders want reforms at IEBC after Kajiado bribe claims,"iebc, kajiado"
2015-03-19,business_daily,IKUNDA: Don<U+92>t let corruption hamper economic growth,ikunda
2015-03-19,standard,NCCK urges President Uhuru to sack those implicated in graft,"uhuru, ncck"
2015-03-19,standard,Crisis in Parliament as bribes rock committees,parliament
2015-03-19,standard,PLEA: Wafula says he did not receive any bribes,wafula
2015-03-20,standard,Turkana MPs want EACC to probe  executives over corruption allegations,"turkana, eacc"
2015-03-22,standard,President Uhuru Kenyatta draws red line on graft,uhuru
2015-03-22,standard,Adherence to ethics integrity tames corruption says Uwezo Fund boss,uwezo fund
2015-03-22,standard,MPs plot to defeat Uhuru<U+92>s secret graft list during debate,uhuru
2015-03-22,standard,North Rift leaders defend Koskei against corruption claims,"north rift, koskei"
2015-03-23,standard,KPC bosses uneasy as anti-graft agency investigates six cases,"kpc, eacc"
2015-03-24,business_daily,Iringo admits call to Mbarire in PAC graft investigation,"iringo, mbarire, pac"
2015-03-26,standard,Uhuru will give us a lifeline by slaying graft dragon,uhuru
2015-03-27,business_daily,Uhuru faces up to corruption with step-aside order,uhuru
2015-03-27,business_daily,Anti-graft officers raid home of former powerful Moi PS,"eacc, zakayo cheruiyot"
2015-03-27,business_daily,House team members clash over graft claims,parliament
2015-03-27,standard,Uhuru must relentlessly pursue anti-corruption crusade,uhuru
2015-03-27,standard,Long Uhuru Ruto meeting that led to disclosure of graft probe list,"uhuru, ruto"
2015-03-28,standard,Jubilee wants governors to step aside over corruption,jubilee
2015-03-28,standard,Raila: President omitted name of high priest of graft,raila
2015-03-29,standard,Kenyan MPs doubt EACC corruption list accuse presidency of manipulations to target URP leaders,"eacc, urp"
2015-03-29,standard,Awiti Kajwang' differ over fight on corruption,awiti kajwang
2015-03-29,standard,Graft diaries: CS Davis Chichir and Senator Mike Sonko,"chirchir, sonko"
2015-03-29,standard,Huduma centres will reduce graft says secretariat boss,huduma centre
2015-03-30,standard,1 police officers in EACC graft report,"eacc, police"
2015-03-31,standard,CS Charity Ngilu behind land cartel stealing public land,"ngilu, land ministry"
2015-03-31,standard,Uhuru's aide hits back at Raila Odinga over graft,"uhuru, raila"
2015-03-31,standard,Police vetting panellists face heat over graft,police
2015-04-01,business_daily,Why top government officials are in EACC dossier on corruption,eacc
2015-04-01,business_daily,KIEYAH: Why every Kenyan must fight corruption,kieyah
2015-04-01,standard,Kidero sues audit firm over Mumias graft claim,"kidero, mumias sugar"
2015-04-01,standard,Political battles take shape in Kenya<U+92>s Rift Valleys as corruption debate intensifies,rift valley
2015-04-01,standard,Cord leaders rubbish graft purge in region hard hit by EACC dossier,"cord, eacc"
2015-04-01,standard,Senators fault EACC graft report,eacc
2015-04-01,standard,House team chair 'soft on graft',house
2015-04-01,standard,Matemu links intrigues at anti-graft body to 'sensitive cases',"matemu, eacc"
2015-04-01,standard,Uhuru calls for law on graft asset freeze,uhuru
2015-04-01,standard,138 MPs back President Uhuru Kenyatta on graft,uhuru
2015-04-02,standard,Rift Valley leaders claim DP Ruto targeted in corruption purge,"rift valley, ruto"
2015-04-02,standard,Ruth Odinga vows to continue fighting graft,ruth odinga
2015-04-02,standard,Ngilu to face EACC detectives over graft,"eacc, ngilu"
2015-04-02,standard,Ngilu appears before EACC over State House Karen land graft allegations,"eacc, state house, karen, lands ministry"
2015-04-03,standard,Ngilu invokes Uhuru<U+92>s name in session with graft detectives,"uhuru, ngilu"
2015-04-03,business_daily,Uhuru warns private sector of jail time for bribery,uhuru
2015-04-03,standard,Sh1m bribe to oust Anne Waiguru haunts MPs,"waiguru, parliament"
2015-04-04,business_daily,Uhuru aide <U+91>worked on EACC corruption dossier<U+92>,"uhuru, eacc"
2015-04-04,standard,Orengo Kambi grilled by EACC over graft allegations,"orengo, kambi, eacc"
2015-04-04,standard,Return of grand graft a threat to Jubilee's survival,jubilee
2015-04-06,standard,Uhuru<U+92>s corruption war is a political landmine will he stay the course?,uhuru
2015-04-07,business_daily,ODOTE: Kenya<U+92>s future depends on taming graft,odote
2015-04-07,standard,Institute backs Uhuru<U+92>s move to curb graft,uhuru
2015-04-07,standard,We will overcome terrorism and corruption says Uhuru,uhuru
2015-04-08,standard,Governor Kidero grilled by EACC over graft allegations,"kidero, eacc"
2015-04-09,standard,Anti-graft fight is CORD ticket to 217 presidency says Kajwang<U+92>,"eacc, cord,  kajwang"
2015-04-11,standard,Parliament's Agriculture team grilled over graft claims,parliament
2015-04-12,standard,Kidero calls joint efforts in fight against graft,kidero
2015-04-12,standard,Uhuru takes anti-graft crusade to counties,uhuru
2015-04-13,business_daily,MUSYOKA: Banks<U+92> veil of secrecy breeds corruption,musyoka
2015-04-13,business_daily,IKUNDA: Deal with idleness and graft to crush terrorists,ikunda
2015-04-14,standard,Is Uhuru<U+92>s political will to end corruption enough?,uhuru
2015-04-15,standard,Circus at EACC a pointer to the power of corruption,eacc
2015-04-17,business_daily,Date with the anti-graft czars forces Ruto<U+92>s chief of staff into limelight,ruto
2015-04-17,standard,twists at EACC don't bode well for war on graft,eacc
2015-04-18,standard,Priest wants DP Ruto to step aside over graft claims,ruto
2015-04-21,business_daily,Graft scandal forces Ruto<U+92>s chief of staff into limelight,"ruto, kitany"
2015-04-21,standard,Mwangi Wa Iria Keter Birdi to face graft charges,"mwangi wa iria, keter, birdi"
2015-04-22,business_daily,Uhuru takes graft crusade to governors,uhuru
2015-04-22,standard,Intrigues around EACC eroding confidence in war on corruption,eacc
2015-04-22,standard,EACC Tobiko lock horns over corruption files,"eacc, tobiko"
2015-04-23,business_daily,Uhuru must tackle corruption and build economy,uhuru
2015-04-24,standard,Sunjeev Birdi: Probe bribery extortion claims at weighbridges,birdi
2015-04-25,standard,State has lost direction in anti-graft war says Wabukala,wabukala
2015-05-04,standard,DPP Tobiko clears Orengo Kimemia of corruption allegations,"dpp, tobiko, orengo, kimemia"
2015-05-10,standard,We won<U+92>t meet deadline on graft probe says DPP Tobiko,"dpp, tobiko"
2015-05-11,standard,Sh14m graft probe against governor still under way: EACC,eacc
2015-05-22,standard,EACC: Kenyan  officials to face graft charges,eacc
2015-05-23,standard,Police officers in court for bribery charges,police
2015-05-25,standard,Is the EACC suited to fight corruption?,eacc
2015-05-27,business_daily,EACC recommends further probe into Sonko graft cases,"eacc, sonko"
2015-05-27,daily_nation,EACC: No minister on graft list is cleared,eacc
2015-05-27,daily_nation,Ngilu Koskei cleared over graft claims -,"ngilu, koskei"
2015-05-27,standard,Uhuru terms corruption foremost danger facing Kenya in Madaraka Speech,uhuru
2015-05-27,standard,COTU lauds Uhuru's stand on graft,"uhuru, cotu"
2015-05-29,standard,Tobiko to ministers: I have the final word on graft files,tobiko
2015-05-29,standard,Why anti-graft commission no longer inspires public confidence,eacc
2015-05-30,standard,Disband EACC and let President lead graft crusade,"eacc, uhuru"
2015-06-02,standard,Kisii  Assembly graft claims whistle blower receives death threats,kisii
2015-06-03,business_daily,Kamau missing as EACC seeks his arrest over graft,"kamau, eacc"
2015-06-05,standard,NACADA busts officers NGOs involved in stealing Sh99 million,nacada
2015-06-05,standard,Things fall apart in Uhuru war on graft,uhuru
2015-06-07,standard,Shock for Lamu MP caught in anti-graft net,"lamu, eacc, julius ndegwa"
2015-06-07,standard,Uhuru told to constitute graft body,uhuru
2015-06-07,standard,Uhuru<U+92>s anti-corruption war is now a circus that may haunt him,uhuru
2015-06-07,standard,We did not bribe Ruto says Chinese firm,"ruto, china, china wu yi "
2015-06-09,business_daily,MUTUA: Workers of good character best bet to win war against graft,mutua
2015-06-10,business_daily,Kamau suffers blow after court orders graft trial to continue,kamau
2015-06-10,standard,CID anti-graft agency in NYS investigation,"nys, dci"
2015-06-11,standard,Raila dismisses Uhuru's war on graft terror,"raila, uhuru"
2015-06-11,standard,Ruto hits back at Raila over corruption allegations at NYS,"raila, nys, ruto"
2015-06-11,standard,Atwoli: CORD undermining war on graft,"atwoli, cord"
2015-06-13,standard,Uhuru<U+92>s plan to recover stolen Mumias millions,"uhuru, mumias sugar"
2015-06-14,standard,Uhuru must stem corruption in public service,uhuru
2015-06-15,standard,URP MPs want Anne Waiguru out on NYS graft claims,"waiguru, urp, nys"
2015-06-16,standard,Raila accuses Uhuru of shielding Waiguru as raging corruption claims jolt Jubilee,"raila, uhuru, waiguru"
2015-06-17,business_daily,Magistrate hands Kamau reprieve in corruption case,"magistrate, kamau"
2015-06-17,standard,Jubilee MPs claim Kiplimo Rugut was sacked to pave way for corruption at NYS,"kiplimo rugut, nys, jubilee"
2015-06-17,standard,Singer Jaguar threatens to resign from his NACADA job citing massive corruption,"nacada, jaguar"
2015-06-22,standard,Corruption is crippling gains made says Changamwe MP Omar Mwinyi,"changamwe, omar mwinyi"
2015-06-27,business_daily,Geothermal company chief reads malice in corruption case,gdc
2015-06-27,business_daily,: KRA tax audits a magic bullet in anti-graft war,kra
2015-06-27,business_daily,CJ orders instant bail refunds to check graft,cj
2015-06-27,business_daily,Garissa governor faces graft suit as Orengo left free,"garissa, orengo"
2015-06-29,standard,Jubilee MPs blame Opposition for anti-graft agency's woes,"jubilee, parliament, opposition"
2015-06-30,standard,Graft case on Ngilu adjourned for one month,ngilu
2015-07-01,business_daily,NDEMO: The role of ICT in fighting corruption,ndemo
2015-07-02,standard,Obama: I<U+92>ll raise questions on corruption democracy during visit,obama
2015-07-05,daily_nation,NDII: A deeper reflection on Uhuru<U+92>s war on graft,"ndii, uhuru"
2015-07-05,daily_nation,Garissa Governor at EACC pending graft charges,"garissa, eacc, nathif jama"
2015-07-05,daily_nation,Senior policeman charged over bribe,police
2015-07-06,daily_nation,Khalwale: Don<U+92>t abet corruption,khalwale
2015-07-11,daily_nation,Resign Ngilu tells Jubilee in graft row,"ngilu, jubilee"
2015-07-11,daily_nation,Uhuru MPs headed for clash over graft,uhuru
2015-07-11,standard,Obama lectures Kenyan leaders on corruption and inequality,obama
2015-07-13,standard,Nyeri county officials on graft charges move to secure jobs,nyeri
2015-07-14,standard,Corruption killing Kenya<U+92>s economy Kalonzo Musyoka says,kalonzo
2015-07-17,standard,US to help Kenya fight graft terror in new deal,usa
2015-07-17,standard,Mudavadi warns against Kenya's weakening anti-graft unit,mudavadi
2015-07-19,standard,Kenyans feel let down by President Uhuru in war against graft,uhuru
2015-07-31,business_daily,KAMIRO: Corruption poses biggest challenge to development,kamiro
2015-08-01,daily_nation,Details of Kenya-US anti-graft plan out,usa
2015-08-01,daily_nation,WARAH: Do we have to be completely broke to demand end to endemic corruption?,warah
2015-08-01,daily_nation,EACC swims in rough waters as graft cases pile up,eacc
2015-08-01,standard,Four county executives suspended as corruption fires up  in Gusii region,kisii
2015-08-01,standard,Threats against Auditor General lend credence to suspicion of graft,auditor general
2015-08-01,standard,Corruption choking Kenya as anti-graft agencies stifled,eacc
2015-08-03,standard,Stop corruption deals on Kenya Ports Authority tender Mudavadi appeals to president,"kpa, mudavadi"
2015-08-04,standard,MCSK terminates DJ Izrael's contract following bribe scandal,"mcsk, dj izrael"
2015-08-05,business_daily,: Tackle graft in Judiciary,judiciary
2015-08-05,business_daily,IKUNDA: Build on Obama moment to beat graft tribalism,"ikunda, obama"
2015-08-08,standard,Ethics and Anti-Corruption Commission arrests police boss,"eacc, peter wambua, police, kplce"
2015-08-10,standard,National Council of Churches of Kenya accuses counties of fuelling graft,ncck
2015-08-12,standard,Kakamega  Assembly minister in war over graft,"kakamega, paul otsola"
2015-08-14,daily_nation,NCCK calls on Uhuru Kenyatta to declare corruption a national disaster,"ncck, uhuru"
2015-08-14,daily_nation,Karangi: Graft fuelling terror,karangi
2015-08-15,daily_nation,NAIROBI:  askaris arrested for taking bribes,nairobi
2015-08-17,daily_nation,WARAH: UN culture of cover-ups and denial has entrenched graft and,"un, warah"
2015-08-17,business_daily,Safaricom cancels tender in staff bribery claim,safaricom
2015-08-18,business_daily,Chief Justice unearths corruption cartel at traffic courts,cj
2015-08-18,daily_nation,Raila calls Ruto <U+91>the high priest of graft<U+92>,"raila, ruto"
2015-08-18,daily_nation,Mutunga comes face to face with graft -,mutunga
2015-08-19,daily_nation,KAMUNYA: Mutunga must act on graft in Judiciary,"mutunga, kamunya, judiciary"
2015-08-20,standard,Corruption allegations divide Bungoma  Assembly,bungoma
2015-08-21,business_daily,KIEREINI: Corruption and tribalism drag Kenya down,kiereini
2015-08-21,daily_nation,Anti-graft team to be vetted afresh as MPs skip session,"eacc, parliament"
2015-08-22,daily_nation,Franceschi FRANCESCHI: Corruption is hurting Kenya<U+92>s conservation credentials,franceschi
2015-08-23,daily_nation,ZARIN: To break cycle of graft costs must outweigh gains,zarin
2015-09-10,daily_nation,Court gags Shollei over graft case,"shollei, court"
2015-09-10,daily_nation,Ouko: Sh2m CDF cash most likely stolen,"cdf, ouko"
2015-09-11,business_daily,China Road says will work with EACC to probe bribery charges against officials,"china road, eacc"
2015-09-12,daily_nation,End double-speak on graft says Raila -,raila 
2015-09-12,daily_nation,Don<U+92>t pay bribes for army jobs warns KDF -,kdf
2015-09-16,standard,Kenyan MPs gag media block DPP amid runaway graft,"parliament, dpp"
2015-09-17,business_daily,Marsabit probes officials linked to graft,marsabit
2015-09-18,standard,Jubilee CORD leaders tell President Uhuru Kenyatta to address state of economy graft,"jubilee, cord, uhuru"
2015-09-24,standard,ACK Bishop warns over graft in Kenya and poor health services,"ack, kenya"
2015-10-05,standard,Corruption: Ruto and Raila allies in more trouble,"raila, ruto"
2015-10-05,standard,Corruption case against Michael Kamau goes to full trial,kamau
2015-10-06,standard,Alfred Mutua accuses his deputy of corruption misconduct,mutua
2015-10-08,daily_nation,Jubilee allied MPs threaten Kidero over corruption,"kidero, jubilee, parliament"
2015-10-13,standard,Mr President the country has sunk into dictatorship corruption and tribalism church tells Uhuru,uhuru
2015-10-15,standard,Government interfering with operations of anti-corruption agency Raila says,"raila, eacc"
2015-10-15,standard,Court rules in favour of anti-corruption watchdog in graft case,eacc
2015-10-16,business_daily,Top cops sacked over M-Pesa bribery,police
2015-10-19,business_daily,Dubai firm says Kebs and KRA staff colluded to steal Sh3m,"dubai, kebs, kra"
2015-10-20,daily_nation,FRANCESCHI: Our corruption challenge is really about bureaucracy,franceschi
2015-10-21,standard,Mombasa Archbishop asks critics to help fight graft,mombasa archbishop
2015-10-22,standard,Jubilee administration powerless as graft cases in Kenya rise,jubilee
2015-10-23,business_daily,DPP denies violating law in graft charges against Ngilu Kamau,"dpp, ngilu, kamau"
2015-10-23,daily_nation,Police recover stolen cars arrest suspects,police
2015-10-23,standard,Jubilee leaders blame President Uhuru Kenyatta on runaway graft,"uhuru, jubilee"
2015-10-23,standard,Speaker Muturi saves Waiguru introduces new impeachment rules as Keter alleges bribery,"muturi, waiguru, keter"
2015-10-24,daily_nation,Wetang<U+92>ula in a fix over voter bribery,wetangula
2015-10-25,daily_nation,MBUTHIA: Tackling graft will get us out of this crisis,mbuthia
2015-10-25,standard,Varied reactions over gazetting of Wetang<U+92>ula voter bribery findings,wetangula
2015-10-26,daily_nation,KABANDO: Net the big fish if war on graft is to succeed,kabando
2015-10-27,business_daily,Anti-graft agency reveals how NYS cash is stolen,"eacc, nys"
2015-10-27,business_daily,Kenya Power boss stays put amid graft claims,kplc
2015-10-27,daily_nation,Mutua asks anti-graft body to act against Kiala,"mutua, kiala"
2015-10-27,standard,Institute of Certified Public Accountants of Kenya blames graft on lack of internal audits,icpak
2015-10-28,daily_nation,Kericho magistrate<U+92>s bribery case moved,"kericho, court"
2015-10-29,daily_nation,Keynan wanted Sh1m bribe in Tokyo embassy land court told,"keynan, tokyo"
2015-10-30,business_daily,Clear Kimemia of graft charge Isiolo governor <U+97> EACC," kimemia, eacc, isiolo"
2015-10-30,daily_nation,MUTUMA: Inconsistent Eurobond story a pointer of grand corruption,mutuma
2015-10-30,standard,Governor Kabogo and executive differ on graft claims at hospital,kabogo
2015-10-31,business_daily,Corruption still rife in Lands ministry: report,lands ministry
2015-10-31,daily_nation,MURUNGA: Corruption abuse of freedom exists only with peoples compliance,murunga
2015-10-31,standard,CORD pressures Uhuru to sack Waiguru over alleged graft,"cord, uhuru, waiguru"
2015-10-31,standard,Raila wants Uhuru in court over corruption list,"raila, uhuru"
2015-11-01,daily_nation,War of words in ferry crisis as corruption probe starts,kenya ferry service
2015-11-01,daily_nation,Mudavadi urges Uhuru to resign over rampant corruption,"mudavadi, uhuru"
2015-11-02,standard,Public must help us fight graft says DP Ruto,ruto
2015-11-02,standard,Mudavadi blames Uhuru for failure to act on Waiguru over graft,"mudavadi, uhuru, waiguru"
2015-11-05,daily_nation,CS Waiguru fights to clear her name over graft claims,waiguru
2015-11-05,daily_nation,Diack charged over doping graft,diack
2015-11-05,standard,I have no such TV screen or piano in my office - CS Anne Waiguru responds to shocking misappropriation of funds in her ministry,waiguru
2015-11-06,business_daily,Jubilee wants PS Odhiambo censured over graft reports,"jubilee, odhiambo"
2015-11-06,business_daily,Waiguru says PS to answer for alleged corruption in ministry,"waiguru, peter mangiti, devolution ministry"
2015-11-07,daily_nation,MURUNGA: Speak out against corruption,murunga
2015-11-07,daily_nation,MAKOKHA: Blame corruption on Raila<U+92>s very fertile imagination,"raila, makokha"
2015-11-08,daily_nation,Waiguru to appear before anti-graft team,"waiguru, eacc"
2015-11-08,daily_nation,Latest graft reports prove that I<U+92>m not driven by malice: Raila,raila
2015-11-08,daily_nation,KEGORO: Fight against graft likely to be an electoral issue in 217,kegoro
2015-11-08,daily_nation,WARIGI: Wetang<U+92>ula move to politicise bribery issue may not get him out of,"warigi, wetangula"
2015-11-09,daily_nation,Ruto pledges war on graft as Raila fights ICC fixing claims,"raila, icc, ruto"
2015-11-09,daily_nation,Govt to crack whip on graft Ruto says,ruto
2015-11-09,daily_nation,WARAH: Corruption and economic difficulties are not a myth,warah
2015-11-09,daily_nation,Mudavadi asks Waiguru to step aside over graft,"mudavadi, waiguru"
2015-11-09,standard,Now Police officers want Standard Reporter over graft Story,"standard reporter, police"
2015-11-09,standard,Make baseless corruption claims at your own risk warns Interior CS Joseph Nkaissery,"interior ministry, nkaissery"
2015-11-09,standard,Treasury and CBK officials abetting graft,"treasury, cbk"
2015-11-09,standard,CJ Mutunga seeks to stop House debate on JSC corruption report,"cj, mutunga, parliament, jsc"
2015-11-09,standard,Chief Justice Willy Mutunga raises red flag again over graft in Judiciary,"cj, mutunga, judiciary"
2015-11-09,standard,CORD leaders warn IEBC over bias in Wetang'ula bribery case,"cord, iebc, wetangula"
2015-11-10,daily_nation,US Govt urges Uhuru to do more in the fight against corruption,"usa, uhuru"
2015-11-10,standard,Mudavadi: Give EACC more powers to fight graft,"mudavadi, eacc"
2015-11-12,business_daily,Top donors meet EACC Thursday amid graft reports,eacc
2015-11-12,daily_nation,OBBO: The secret to ending corruption is to buy honesty,obbo
2015-11-12,standard,Anti-graft agency wants  audit for State officers,eacc
2015-11-13,standard,Kabando: Let<U+92>s support Uhuru in graft war,"kabando, uhuru"
2015-11-13,standard,MPs split on Mutunga summoning over graft report,"mutunga, parliament"
2015-11-14,daily_nation,State House forms team to fight graft,state house
2015-11-14,daily_nation,Mutua wants anti-graft team to probe cement firm land grab,mutua
2015-11-14,daily_nation,FRANCESCHI: Kenya's corruption purge makes women unfair targets,franceschi
2015-11-14,daily_nation,MAKOKHA: Corruption talk is biggest threat to national security,makokha
2015-11-14,standard,Raila blasts Jubilee for NYS graft,"nys, raila"
2015-11-14,standard,Tobiko denies claims of bias manipulation in NYS graft case,"nys, tobiko"
2015-11-14,standard,You will be judged on number of cases prosecuted Uhuru tells anti-graft agencies,uhuru
2015-11-15,standard,Poll: Kenyans want Pope to advise State on graft,pope
2015-11-15,daily_nation,IEBC's dilemma in Wetang<U+92>ula bribery saga,"iebc, wetangula"
2015-11-16,daily_nation,IAAF to probe Okeyo over graft,"iaaf, okeyo"
2015-11-16,standard,President Uhuru's new measures to make graft costly painful affair,uhuru
2015-11-16,standard,Opposition: President Uhuru lacks political goodwill to fight graft,uhuru
2015-11-17,business_daily,GDC Kenya Pipeline chiefs arrested over graft as Isiolo governor hides,"kenya pipeline, gdc, isiolo, godana doyo, eacc"
2015-11-17,business_daily,RONO: Why EACC is toothless in the war against corruption,"eacc, rono"
2015-11-17,daily_nation,EACC now targets wealth in war on graft,eacc
2015-11-17,daily_nation,ONDENG:  committee unlikely to change the status quo on corruption in,ondeng
2015-11-18,daily_nation,WALUBENGO: Why technology has failed to curb corruption,walubengo
2015-11-18,daily_nation,KAMOCHE: Visa ban threats have never stopped corruption,kamoche
2015-11-18,standard,Why President Uhuru had to act on graft,uhuru
2015-11-18,standard,Uhuru: Corruption war to be led by all institutions in Kenya,uhuru
2015-11-19,daily_nation,Beth Mugo defends Waiguru over graft allegations,"beth mugo, waiguru"
2015-11-19,daily_nation,ODHIAMBO: Intimidating NGOs won<U+92>t help fight graft,odhiambo
2015-11-19,standard,Uhuru declares corruption a national security threat,uhuru
2015-11-21,standard,Corruption: President Uhuru's words on corruption timely but...,uhuru
2015-11-21,standard,Uhuru bets on tech experts to help fight graft,uhuru
2015-11-22,standard,The UK lauds President Uhuru's move on graft,"uk, uhuru"
2015-11-23,business_daily,: Move to curb corruption loopholes in Judiciary timely,judiciary
2015-11-23,business_daily,NYS pass out parade delayed amid graft probe,nys
2015-11-23,business_daily,Judiciary unveils plan to seal corruption loopholes in courts,judiciary
2015-11-23,daily_nation,Shollei to face more graft charges,"shollei, court"
2015-11-23,daily_nation,Raila: Jubilee killing anti-graft agency,"raila, jubilee"
2015-11-24,business_daily,Treasury loses Budget role as Uhuru renews corruption war,"treasury, uhuru"
2015-11-24,business_daily,KABAARA: Where Uhuru must look in battle against corruption,"uhuru, kabaara"
2015-11-24,daily_nation,President Uhuru Kenyatta's address to the Nation on fighting corruption,uhuru
2015-11-24,daily_nation,Uhuru talks tough in bold bid to curb graft,uhuru
2015-11-24,daily_nation,GAITO: President has a chance to prove he is serious about fighting graft,gaitho
2015-11-24,standard,Uhuru pleads for Pope's prayers to fight graft,"uhuru, pope"
2015-11-24,standard,Uhuru determined to win war on corruption,uhuru
2015-11-24,standard,Shun corruption Pontiff urges youths,pope
2015-11-25,business_daily,Music Copyright Society boss faces two Sh52m graft cases,mcsk
2015-11-26,daily_nation,GARISSA:  official stops committee from discussing report on graft,garissa
2015-11-26,daily_nation,KISERO: Anti-graft war will be more effective with improved financial,kisero
2015-11-28,business_daily,WAKIAGA: Plug loopholes that promote corruption in the country,wakiaga
2015-11-28,daily_nation,KIAI: To fight corruption Uhuru has to deal with tribalism in government,"uhuru, kiai"
2015-11-28,daily_nation,Speaker impeached over alleged graft in Migori,migori
2015-11-28,standard,Kenyan graft suspects banned from travelling to America,usa
2015-11-28,standard,Biggest graft probe ever starts as Tobiko moves in,tobiko
2015-11-28,standard,Kenya Private Sector Alliance officials laud anti-bribery Bill,kpsa
2015-11-30,daily_nation,LUMUMBA KIMEU HOUGHTON: Graft war is won by more than just words,"lumumba, kimeu, houghton"
2015-11-30,standard,Corruption: Action from President Uhuru finally?,uhuru
2015-12-01,business_daily,ODOTE: Less talk more action in corruption fight,odote
2015-12-01,standard,Graft watchdog summons Rotich in Eurobond probe,"rotich, eurobond"
2015-12-02,daily_nation,EACC question county officials over graft,eacc
2015-12-02,daily_nation,MOMANYI: Political goodwill vital in the war on graft,momanyi
2015-12-02,standard,Majority say Uhuru not sincere in graft war,"uhuru, eurobond"
2015-12-02,standard,What Rotich told graft detectives on Eurobond cash,rotich
2015-12-02,standard,Wetang'ula: Uhuru unable to end graft,"uhuru, wetangula"
2015-12-02,standard,Stop behaving like victims President Uhuru tells graft suspects,uhuru
2015-12-02,standard,Senator Wetang'ula named in BAT bribery scandal,"wetangula, bat"
2015-12-03,business_daily,Jubilee rated poorly in war on corruption,jubilee
2015-12-03,business_daily,NIS and taxman join agencies fighting graft,"nis, kra"
2015-12-03,daily_nation,Kinisu: I<U+92>ll change tack in graft war,kinisu
2015-12-03,business_daily,BAT bribery scandal causes resignation of EABL manager,"bat, eabl"
2015-12-03,daily_nation,Duale tells Wetangula to come clean on BAT bribery scandal,"wetangula, bat, duale"
2015-12-03,daily_nation,BAT ex-worker deny bribe claim,bat
2015-12-03,standard,Kalembe Ndile wants IEBC to deal with Wetangula over bribery claims,"kalembe ndile, iebc, wetangula"
2015-12-03,standard,Wetang'ula denies link to BAT bribery scandal,"wetangula, bat"
2015-12-04,business_daily,Julie Adell-Owino fights to clear her name after corruption claims,julie adell-owino
2015-12-04,daily_nation,Senate launches graft probe on FKF,"fkf, senate"
2015-12-05,daily_nation,Anti-graft team reveals deceit of Members of Parliament,"eacc, parliament"
2015-12-05,standard,Safaricom CEO declares wealth to boost anti-graft fight,"colleymore, safaricom"
2015-12-05,standard,Uhuru should act like Magufuli to end graft,"uhuru, magufuli"
2015-12-05,standard,Wetang'ula demands apology from BBC over bribery claims,"wetangula, bbc"
2015-12-06,daily_nation,OTIENO: Bar set low for the new anti-graft agency boss,otieno
2015-12-07,daily_nation,Atwoli lauds Uhuru<U+92>s war on corruption,"atwoli, uhuru"
2015-12-07,standard,Magufuli reappoints energy minister who had resigned over graft claims,magufuli
2015-12-07,standard,Uhuru directs Judiciary to speed up corruption cases,"uhuru, judiciary"
2015-12-08,business_daily,Judiciary on the spot over pending graft cases,judiciary
2015-12-08,daily_nation,Senate committee to investigate Sam Nyamweya over alleged graft,"senate, sam nyamweya"
2015-12-09,daily_nation,Raila<U+92>s war against corruption selective say Jubilee MPs,"raila, jubilee, parliament"
2015-12-09,daily_nation,Sonko backs opposition on the war against graft,sonko
2015-12-09,daily_nation,Graft: Uhuru asks businesses to help,uhuru
2015-12-09,standard,Ethics and Anti-Corruption Commission CEO Halakhe Waqo hard pressed over graft claims,"eacc, halakhe waqo"
2015-12-09,standard,Ruto accuses Raila of sabotage as Eurobond saga jolts war on graft,"raila, ruto, eurobond"
2015-12-09,standard,Stop playing  with war on corruption jubilee leaders warn Raila,"raila, jubilee"
2015-12-09,business_daily,BAT caught up in yet another bribery scam at Uganda subsidiary,"bat, uganda"
2015-12-10,standard,President Uhuru turns heat on Judiciary over delayed graft cases,"uhuru, judiciary"
2015-12-10,standard,Cornered Speaker trashes EACC graft report and apologises to MPs,"eacc, muturi, parliament"
